店舗名,最寄り,評価,ランチ,ディナー,URL
400℃ PIZZA,柳川駅,3.99,"￥5,000～￥5,999","￥5,000～￥5,999",https://tabelog.com/okayama/A3301/A330101/33015797/
ザ ピッツァバー ON 38TH,三越前駅,3.83,"￥10,000～￥14,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1302/A130202/13167573/
hectopascal,二俣川駅,3.81,"￥6,000～￥7,999","￥8,000～￥9,999",https://tabelog.com/kanagawa/A1401/A140303/14085676/
ピッツェリア ダ マッシモ,平和駅,3.76,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/hokkaido/A0101/A010301/1031158/
ピッツェリア・ロマーナ・イル・ペンティート,南新宿駅,3.76,-,"￥10,000～￥14,999",https://tabelog.com/tokyo/A1318/A131810/13000684/
エンボカ 京都,烏丸御池駅,3.76,"￥4,000～￥4,999","￥5,000～￥5,999",https://tabelog.com/kyoto/A2601/A260202/26017525/
シシリヤ,日本大通り駅,3.76,-,"￥4,000～￥4,999",https://tabelog.com/kanagawa/A1401/A140104/14001040/
BACAR,県庁前駅,3.74,-,"￥8,000～￥9,999",https://tabelog.com/okinawa/A4701/A470101/47003553/
イル・ピッツァイオーロ,北仙台駅,3.73,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/miyagi/A0401/A040101/4016875/
ピッツェリア・スクニッツォ・ダ・シゲオ,天神橋筋六丁目駅,3.73,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/osaka/A2701/A270103/27053555/
ピッツェリア・ダ・ガエターノ 薬院店,薬院駅,3.73,"￥3,000～￥3,999","￥5,000～￥5,999",https://tabelog.com/fukuoka/A4001/A400104/40028105/
聖林館,中目黒駅,3.73,"￥2,000～￥2,999","￥4,000～￥4,999",https://tabelog.com/tokyo/A1317/A131701/13003188/
ピッツェリア パーレンテッシ,池尻大橋駅,3.72,"￥1,000～￥1,999","￥5,000～￥5,999",https://tabelog.com/tokyo/A1317/A131705/13006076/
Pizzeria Bakka M'unica,鮫洲駅,3.71,"￥1,000～￥1,999","￥5,000～￥5,999",https://tabelog.com/tokyo/A1315/A131501/13182694/
ファカロー ピッツァ ギャラリー,新御徒町駅,3.71,"￥3,000～￥3,999","￥3,000～￥3,999",https://tabelog.com/tokyo/A1311/A131101/13269491/
アズーリ,三宮駅（神戸市営）,3.71,"￥3,000～￥3,999","￥4,000～￥4,999",https://tabelog.com/hyogo/A2801/A280102/28004410/
ピッツエリア エ トラットリア ダ イーサ,中目黒駅,3.71,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/tokyo/A1317/A131701/13103245/
窯焼きピザの店ラ・ビエール,水上駅,3.71,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/gunma/A1003/A100302/10001239/
ガレリア 富田林,川西駅,3.70,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/osaka/A2708/A270802/27011027/
ピッツェリア デ ナプレ,勾当台公園駅,3.70,"￥2,000～￥2,999","￥4,000～￥4,999",https://tabelog.com/miyagi/A0401/A040101/4000125/
ピッツェリア　ジターリア　ダ　フィリッポ,石神井公園駅,3.70,"￥1,000～￥1,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1321/A132103/13149962/
ダ ユウキ,東山駅,3.70,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/kyoto/A2601/A260301/26005239/
SAVOY とまととちーず店,麻布十番駅,3.70,"￥1,000～￥1,999","￥4,000～￥4,999",https://tabelog.com/tokyo/A1307/A130702/13155593/
ラ ピッツァ ナポレターナ レガロ,新福島駅,3.69,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/osaka/A2701/A270108/27084799/
ベントエマーレ,不動前駅,3.69,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/tokyo/A1317/A131710/13114520/
ペルテ,稲毛駅,3.69,"￥3,000～￥3,999","￥5,000～￥5,999",https://tabelog.com/chiba/A1201/A120104/12046318/
PIZZA BORSA,池袋駅,3.69,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1305/A130501/13170403/
リンシエメ,亀戸駅,3.69,"￥1,000～￥1,999","￥4,000～￥4,999",https://tabelog.com/tokyo/A1312/A131202/13193917/
カトリカ,東向島駅,3.68,"￥3,000～￥3,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1312/A131203/13040601/
ラ フィーリア デル プレジデンテ,馬車道駅,3.68,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/kanagawa/A1401/A140104/14064550/
ウッデンシップ,宮城,3.68,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/miyagi/A0403/A040304/4001876/
アランジャルシ,湯島駅,3.68,"￥1,000～￥1,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1311/A131101/13057017/
da GIORGIO,上野広小路駅,3.67,"￥3,000～￥3,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1311/A131101/13170979/
山岡ピザ,生駒山上駅,3.67,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/nara/A2902/A290201/29000860/
イルフォルノドーロ,熊本,3.67,"￥1,000～￥1,999","￥4,000～￥4,999",https://tabelog.com/kumamoto/A4303/A430301/43006669/
ナポリピッツァ Pizzeria la Rossa,武蔵小山駅,3.67,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/tokyo/A1317/A131702/13130666/
ヴィア ナポリ,矢板駅,3.67,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/tochigi/A0905/A090502/9002912/
ラッテリア ベベ カマクラ,鎌倉駅,3.67,"￥2,000～￥2,999","￥6,000～￥7,999",https://tabelog.com/kanagawa/A1404/A140402/14058636/
ピッツェリア・アッソ・ダ・ヤマグチ 中崎町店,中崎町駅,3.67,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/osaka/A2701/A270101/27109946/
ラ・トリプレッタ,武蔵小山駅,3.67,"￥2,000～￥2,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1317/A131710/13165472/
ZUZU,東武練馬駅,3.66,"￥1,000～￥1,999","￥5,000～￥5,999",https://tabelog.com/tokyo/A1322/A132203/13169429/
ダルブリガンテ,新福島駅,3.66,"￥1,000～￥1,999","￥4,000～￥4,999",https://tabelog.com/osaka/A2701/A270108/27004565/
ピッツァ ジューシー,袋町駅,3.66,"￥2,000～￥2,999","￥6,000～￥7,999",https://tabelog.com/hiroshima/A3401/A340114/34025682/
ピッツェリア　デラチッタ,高崎問屋町駅,3.65,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/gunma/A1001/A100102/10010617/
ピッツェリア ダ ロッコ,藤崎宮前駅,3.65,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/kumamoto/A4301/A430101/43012082/
エンボカ 軽井沢,軽井沢駅,3.65,"￥3,000～￥3,999","￥6,000～￥7,999",https://tabelog.com/nagano/A2003/A200301/20015714/
ピッツェリア　スペリアーモ！,西横浜駅,3.65,-,"￥6,000～￥7,999",https://tabelog.com/kanagawa/A1401/A140301/14002481/
畑山ガーデン,波川駅,3.65,"￥1,000～￥1,999",-,https://tabelog.com/kochi/A3901/A390103/39002980/
ナポリスタカ 神谷町店,神谷町駅,3.64,"￥1,000～￥1,999","￥5,000～￥5,999",https://tabelog.com/tokyo/A1307/A130704/13132020/
ベッラ・ナポリ,清澄白河駅,3.64,-,"￥6,000～￥7,999",https://tabelog.com/tokyo/A1312/A131201/13005043/
高崎 芸術野菜とイタリアンピッツァ マーロ,井野駅,3.64,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/gunma/A1001/A100102/10013958/
マッシモッタヴィオ,永福町駅,3.64,"￥1,000～￥1,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1318/A131805/13132982/
いんば学舎 オソロク倶楽部,印西牧の原駅,3.64,"￥1,000～￥1,999",-,https://tabelog.com/chiba/A1203/A120304/12004443/
PST 東麻布,赤羽橋駅,3.63,"￥3,000～￥3,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1314/A131401/13205741/
ピッツェリア カント デッラ テッラ,本八幡駅,3.63,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/chiba/A1202/A120202/12042493/
ピッツェリア　ポジターノ,成田駅,3.63,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/chiba/A1204/A120401/12025528/
Bosco,物井駅,3.63,"￥1,000～￥1,999",-,https://tabelog.com/chiba/A1204/A120402/12045538/
アンティーカ・ピッツェリア・ダ・ミケーレ 恵比寿,恵比寿駅,3.63,"￥2,000～￥2,999","￥4,000～￥4,999",https://tabelog.com/tokyo/A1303/A130302/13136144/
ダ ジェンナーロ,田神駅,3.62,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/gifu/A2101/A210101/21011691/
Motive Pizzeria E Caseificio,鈴鹿市駅,3.62,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/mie/A2402/A240202/24014980/
ピッツェリア イル・タンブレッロ,小伝馬町駅,3.62,"￥1,000～￥1,999","￥4,000～￥4,999",https://tabelog.com/tokyo/A1302/A130204/13114239/
ピッツェリア アミーチ,つくば駅,3.62,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/ibaraki/A0802/A080201/8014912/
PILAW ∴,宮崎神宮駅,3.62,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/miyazaki/A4501/A450101/45000943/
ピッツェリア ダ マキ,新桐生駅,3.62,"￥1,000～￥1,999",-,https://tabelog.com/gunma/A1002/A100201/10021794/
ピッツァダバッボ,人形町駅,3.62,"￥1,000～￥1,999","￥5,000～￥5,999",https://tabelog.com/tokyo/A1302/A130204/13025362/
ゑんぞ,浅草橋駅,3.62,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/tokyo/A1311/A131103/13141862/
ペコリーノ,鏡石駅,3.62,"￥2,000～￥2,999",-,https://tabelog.com/fukushima/A0702/A070202/7010346/
DADA,鎌倉駅,3.62,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/kanagawa/A1404/A140402/14039433/
ピッツァ モーレ,伊予土居駅,3.61,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/ehime/A3802/A380204/38010555/
ピッツェリアGG 鎌倉,和田塚駅,3.61,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/kanagawa/A1404/A140402/14051790/
ピッツァリーヴァ,横川一丁目駅,3.61,"￥2,000～￥2,999","￥4,000～￥4,999",https://tabelog.com/hiroshima/A3401/A340103/34001378/
ピッツェリア ロッコ,本川越駅,3.61,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/saitama/A1103/A110303/11047507/
ピッツェリア・エ・バール・レガーメ,公津の杜駅,3.61,-,"￥4,000～￥4,999",https://tabelog.com/chiba/A1204/A120401/12030015/
Pizzeria LUMEN,東新宿駅,3.61,-,"￥5,000～￥5,999",https://tabelog.com/tokyo/A1304/A130401/13025499/
ピッツェリアGG 吉祥寺,吉祥寺駅,3.60,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1320/A132001/13047308/
ピッツェリア ラッポルティ,笹谷駅,3.60,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/fukushima/A0701/A070101/7013206/
ペスカトーレ,白浜駅,3.60,"￥2,000～￥2,999","￥1,000～￥1,999",https://tabelog.com/wakayama/A3004/A300401/30000841/
ピッツァ ストラーダ,麻布十番駅,3.60,"￥4,000～￥4,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1307/A130702/13131245/
ナポリスタカ 駒沢店,駒沢大学駅,3.60,"￥1,000～￥1,999","￥5,000～￥5,999",https://tabelog.com/tokyo/A1317/A131707/13188330/
quarto,三宮駅（神戸市営）,3.60,"￥6,000～￥7,999","￥6,000～￥7,999",https://tabelog.com/hyogo/A2801/A280101/28041401/
ピッツェリア　ラ・チェネッタ,倉敷市駅,3.60,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/okayama/A3302/A330201/33000817/
クワモンペ,兵庫,3.60,"￥3,000～￥3,999","￥1,000～￥1,999",https://tabelog.com/hyogo/A2807/A280702/28027411/
ピッツェリア・オーシャン,西幡豆駅,3.59,"￥2,000～￥2,999",-,https://tabelog.com/aichi/A2305/A230504/23054523/
BURRATA,沖縄,3.59,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/okinawa/A4703/A470301/47019115/
ドットーレ,宮城,3.59,"￥1,000～￥1,999",-,https://tabelog.com/miyagi/A0401/A040105/4013772/
ピッツァ ケベロス 明治神宮前店,明治神宮前駅,3.59,"￥1,000～￥1,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1306/A130601/13171079/
ピッツェリア チーロ 東中野店,東中野駅,3.59,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1319/A131901/13115030/
400℃ mori no machi,新西大寺町筋駅,3.59,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/okayama/A3301/A330101/33019066/
ピッツェリア トレンタノーヴェ,北伊予駅,3.59,"￥1,000～￥1,999",-,https://tabelog.com/ehime/A3801/A380103/38010028/
トニーズピザ,吉祥寺駅,3.59,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1320/A132001/13005912/
マガジーノ,当麻寺駅,3.58,"￥2,000～￥2,999","￥4,000～￥4,999",https://tabelog.com/nara/A2903/A290302/29000162/
ピッツェリア・マリータ,烏丸駅,3.58,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/kyoto/A2601/A260201/26020891/
ピッツェリア・ダ・チールッツォ,今宿駅,3.58,"￥3,000～￥3,999","￥3,000～￥3,999",https://tabelog.com/fukuoka/A4001/A400203/40024929/
ポルタ・ヌォーヴァ,本町駅,3.58,"￥1,000～￥1,999","￥4,000～￥4,999",https://tabelog.com/osaka/A2701/A270106/27000063/
オーノ ボーノ,発寒中央駅,3.58,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/hokkaido/A0101/A010204/1050491/
terzo,旧居留地・大丸前駅,3.58,"￥4,000～￥4,999","￥6,000～￥7,999",https://tabelog.com/hyogo/A2801/A280102/28035660/
ピッツェリアベアトリーチェ,大蔵谷駅,3.58,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/hyogo/A2804/A280401/28043587/
ピッツェリア　オオサキ 本店,蕨駅,3.56,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/saitama/A1102/A110202/11018647/
粉食や しろ,宮崎駅,3.54,～￥999,-,https://tabelog.com/miyazaki/A4501/A450101/45008456/
イル ロスパッチョ,新大村駅,3.48,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/nagasaki/A4204/A420402/42007462/
